gen,pop,iq,iq_b,truth,error
781,488,95.2,90.8,67,0.060
782,488,95.2,90.8,67,0.060
783,489,95.3,90.8,72,0.069
784,489,95.3,90.8,72,0.069
785,489,95.3,90.8,73,0.068
786,490,95.2,90.8,73,0.068
787,491,95.3,90.8,75,0.080
788,492,95.3,90.8,75,0.080
789,493,95.3,90.8,76,0.079
790,493,95.3,90.8,76,0.079
791,493,95.3,90.8,76,0.079
792,493,95.3,90.8,77,0.078
793,494,95.4,90.8,79,0.089
794,494,95.4,90.8,80,0.100
795,494,95.4,90.8,81,0.111
796,495,95.3,90.8,81,0.111
797,494,95.3,90.8,81,0.111
798,494,95.3,90.8,81,0.111
799,494,95.3,90.8,82,0.110
800,494,95.3,90.8,83,0.108
801,494,95.3,90.8,84,0.107
802,494,95.3,90.8,85,0.106
803,495,95.4,90.8,85,0.106
804,495,95.4,90.8,85,0.106
805,495,95.4,90.8,85,0.106
806,495,95.4,90.8,85,0.106
807,495,95.4,90.8,87,0.103
808,495,95.4,90.8,88,0.102
809,494,95.4,90.8,89,0.101
810,492,95.4,90.8,90,0.100
811,492,95.3,90.8,92,0.098
812,493,95.3,90.8,92,0.098
813,491,95.3,90.8,93,0.086
814,491,95.3,90.8,93,0.086
815,490,95.3,90.8,95,0.084
816,489,95.3,90.8,96,0.083
817,486,95.4,90.8,96,0.073
818,485,95.5,90.8,95,0.063
819,485,95.5,90.8,93,0.065
820,485,95.4,90.8,94,0.064
821,486,95.5,90.8,96,0.062
822,486,95.5,90.8,99,0.061
823,485,95.4,90.8,100,0.060
824,483,95.4,90.8,100,0.060
825,481,95.4,90.8,101,0.059
826,481,95.3,90.8,103,0.058
827,478,95.3,90.8,103,0.068
828,472,95.3,90.8,103,0.068
829,467,95.4,90.8,102,0.069
830,464,95.4,90.8,103,0.068
831,461,95.5,90.8,102,0.069
832,462,95.2,90.8,102,0.069
833,458,95.3,90.8,99,0.071
834,456,95.2,90.8,98,0.071
835,452,95.2,90.8,105,0.086
836,450,95.1,90.8,105,0.086
837,447,95.2,90.8,104,0.087
838,446,95.2,90.9,106,0.085
839,443,95.4,90.9,108,0.083
840,442,95.5,90.9,109,0.083
841,439,95.6,90.9,107,0.084
842,436,95.5,90.9,105,0.086
843,431,95.5,90.9,103,0.087
844,430,95.5,90.8,103,0.087
845,426,95.6,90.8,103,0.087
846,424,95.5,90.8,99,0.091
847,423,95.5,90.8,98,0.092
848,419,95.5,90.8,96,0.094
849,412,95.5,90.8,94,0.096
850,411,95.3,90.8,90,0.100
851,409,95.2,90.8,87,0.092
852,405,95.2,90.8,86,0.093
853,409,95.2,90.8,89,0.101
854,403,95.1,90.8,86,0.105
855,398,95.2,90.8,91,0.110
856,398,95.3,90.8,89,0.101
857,397,95.3,90.8,90,0.100
858,394,95.2,90.8,88,0.102
859,395,95.3,90.8,85,0.106
860,395,95.4,90.8,88,0.114
861,393,95.3,90.8,85,0.118
862,395,94.9,90.8,83,0.120
863,395,95.0,90.8,83,0.120
864,394,94.9,90.8,80,0.113
865,391,95.0,90.8,80,0.100
866,390,94.8,90.8,78,0.103
867,392,94.7,90.8,77,0.104
868,394,94.8,90.8,76,0.105
869,395,94.7,90.8,76,0.105
870,392,94.8,90.8,77,0.104
871,393,94.8,90.8,77,0.104
872,393,94.5,90.8,78,0.103
873,392,94.5,90.8,78,0.103
874,391,94.4,90.8,74,0.108
875,394,94.2,90.8,74,0.108
876,395,94.1,90.8,72,0.111
877,395,94.1,90.8,72,0.111
878,397,94.0,90.8,71,0.113
879,396,94.2,90.8,70,0.114
880,396,94.3,90.8,70,0.114
881,400,94.2,90.8,73,0.110
882,398,94.0,90.8,68,0.118
883,395,94.0,90.8,66,0.121
884,395,93.8,90.8,66,0.106
885,393,93.8,90.8,67,0.104
886,397,93.8,90.8,67,0.104
887,399,93.9,90.8,69,0.116
888,400,93.9,90.8,69,0.116
889,399,93.9,90.8,69,0.116
890,400,93.9,90.8,68,0.118
891,399,93.9,90.8,69,0.116
892,400,93.9,90.8,67,0.119
893,404,93.8,90.8,68,0.132
894,404,93.8,90.8,68,0.132
895,401,93.9,90.8,66,0.136
896,404,93.6,90.7,67,0.164
897,403,93.6,90.7,67,0.164
898,404,93.6,90.7,66,0.167
899,403,93.5,90.7,64,0.172
900,402,93.5,90.7,63,0.159
901,402,93.4,90.7,62,0.161
902,406,93.5,90.7,61,0.164
903,406,93.4,90.7,62,0.161
904,408,93.2,90.7,63,0.159
905,412,93.1,90.7,63,0.159
906,417,93.0,90.7,65,0.154
907,419,93.0,90.7,63,0.143
908,423,93.1,90.7,64,0.141
909,425,93.2,90.7,66,0.136
910,428,93.3,90.7,68,0.132
911,427,93.3,90.7,68,0.132
912,427,93.4,90.7,72,0.125
913,428,93.5,90.7,70,0.129
914,430,93.5,90.7,70,0.129
915,433,93.4,90.7,75,0.133
916,434,93.5,90.7,77,0.156
917,435,93.4,90.7,77,0.156
918,435,93.6,90.7,78,0.154
919,437,93.4,90.7,76,0.158
920,437,93.3,90.7,75,0.160
921,439,93.1,90.6,75,0.160
922,441,93.1,90.6,73,0.164
923,443,92.9,90.6,71,0.169
924,442,92.9,90.6,71,0.169
925,445,92.9,90.6,70,0.171
926,446,93.0,90.6,69,0.174
927,447,92.9,90.6,69,0.174
928,447,92.8,90.6,70,0.186
929,446,92.8,90.6,69,0.188
930,451,92.8,90.6,70,0.186
931,451,92.8,90.6,69,0.174
932,453,92.8,90.6,69,0.174
933,456,92.5,90.6,70,0.171
934,456,92.6,90.6,72,0.167
935,455,92.7,90.6,73,0.164
936,454,92.7,90.6,72,0.167
937,454,92.6,90.6,70,0.171
938,454,92.5,90.6,69,0.174
939,455,92.5,90.6,70,0.171
940,453,92.6,90.6,73,0.178
941,455,92.6,90.6,73,0.178
942,458,92.8,90.6,73,0.178
943,458,92.9,90.6,73,0.178
944,460,93.0,90.6,73,0.178
945,460,92.9,90.6,72,0.181
946,462,93.0,90.6,72,0.181
947,464,92.9,90.6,72,0.181
948,465,93.0,90.6,71,0.183
949,464,92.9,90.6,70,0.186
950,465,92.9,90.6,71,0.183
951,464,92.9,90.6,69,0.188
952,465,92.8,90.6,76,0.184
953,470,92.9,90.6,76,0.184
954,472,92.9,90.6,76,0.184
955,472,92.9,90.6,78,0.179
956,471,92.9,90.6,78,0.179
957,470,93.0,90.6,78,0.179
958,470,93.0,90.6,81,0.185
959,470,92.9,90.6,81,0.185
960,470,92.9,90.6,82,0.183
961,474,92.9,90.6,83,0.181
962,474,92.9,90.6,84,0.179
963,475,92.9,90.6,84,0.179
964,475,92.9,90.6,85,0.176
965,476,92.8,90.6,86,0.174
966,478,92.8,90.6,86,0.174
967,477,92.8,90.6,86,0.174
968,478,92.8,90.6,87,0.172
969,478,92.8,90.6,87,0.172
970,477,92.9,90.6,88,0.170
971,477,92.8,90.6,88,0.170
972,477,92.9,90.6,90,0.167
973,479,92.9,90.6,91,0.165
974,479,92.9,90.6,90,0.156
975,480,92.9,90.6,91,0.154
976,481,92.9,90.6,92,0.152
977,482,92.9,90.6,92,0.152
978,483,93.0,90.6,92,0.152
979,482,92.9,90.6,91,0.143
980,482,93.0,90.6,91,0.143
981,483,93.0,90.6,91,0.143
982,483,93.0,90.6,94,0.160
983,484,93.0,90.6,94,0.160
984,484,92.9,90.6,95,0.158
985,484,92.9,90.6,95,0.158
986,484,92.9,90.6,95,0.158
987,484,93.0,90.6,93,0.151
988,483,92.9,90.6,92,0.152
989,482,92.9,90.6,90,0.156
990,482,92.9,90.6,90,0.156
991,482,92.9,90.6,90,0.156
992,482,92.9,90.6,92,0.152
993,484,93.0,90.6,97,0.155
994,483,92.9,90.6,100,0.150
995,483,92.9,90.6,100,0.150
996,484,92.9,90.6,101,0.149
997,486,92.9,90.6,101,0.149
998,488,92.8,90.6,101,0.149
999,489,92.7,90.6,102,0.147
1000,490,92.8,90.6,105,0.152
1001,490,92.8,90.6,109,0.147
1002,491,92.7,90.6,112,0.143
1003,491,92.7,90.6,116,0.138
1004,493,92.7,90.6,114,0.140
1005,493,92.7,90.6,115,0.139
1006,493,92.7,90.6,115,0.139
1007,494,92.7,90.6,116,0.138
1008,495,92.6,90.6,116,0.138
1009,495,92.6,90.6,118,0.136
1010,495,92.6,90.6,118,0.136
1011,494,92.6,90.6,118,0.136
1012,493,92.6,90.6,119,0.134
1013,494,92.7,90.6,122,0.139
1014,493,92.7,90.6,122,0.139
1015,493,92.7,90.6,122,0.139
1016,493,92.7,90.6,122,0.139
1017,493,92.6,90.5,122,0.139
1018,493,92.6,90.5,121,0.140
1019,492,92.6,90.5,121,0.140
1020,491,92.6,90.5,121,0.140
1021,490,92.6,90.5,122,0.148
1022,489,92.6,90.5,122,0.148
1023,489,92.6,90.5,121,0.140
1024,488,92.6,90.5,122,0.139
1025,489,92.6,90.5,122,0.139
1026,488,92.5,90.5,122,0.139
1027,487,92.6,90.5,125,0.136
1028,487,92.6,90.5,126,0.135
1029,486,92.5,90.5,126,0.135
1030,486,92.5,90.5,126,0.135
1031,485,92.5,90.5,127,0.134
1032,482,92.7,90.5,129,0.132
1033,481,92.7,90.5,128,0.133
1034,479,92.7,90.5,128,0.133
1035,478,92.7,90.5,129,0.132
1036,478,92.7,90.5,131,0.130
1037,479,92.8,90.5,132,0.129
1038,476,92.8,90.5,129,0.132
1039,474,92.7,90.5,123,0.138
1040,470,92.5,90.5,120,0.142
1041,467,92.4,90.5,116,0.138
1042,463,92.2,90.5,116,0.138
1043,461,92.1,90.5,113,0.142
1044,460,92.1,90.5,112,0.134
1045,459,92.2,90.5,112,0.134
1046,457,92.0,90.5,108,0.139
1047,454,92.2,90.5,108,0.130
1048,454,92.2,90.5,111,0.126
1049,454,92.1,90.5,111,0.126
1050,453,92.1,90.5,109,0.128
1051,451,92.2,90.5,107,0.131
1052,449,92.2,90.5,110,0.136
1053,445,92.2,90.5,110,0.136
1054,442,92.3,90.5,110,0.136
1055,442,92.2,90.5,107,0.140
1056,439,92.3,90.5,105,0.133
1057,440,92.4,90.5,102,0.137
1058,438,92.4,90.5,101,0.139
1059,434,92.4,90.5,98,0.133
1060,430,92.4,90.5,96,0.135
1061,430,92.3,90.5,93,0.140
1062,429,92.3,90.5,93,0.140
1063,428,92.1,90.5,92,0.141
1064,423,92.1,90.5,89,0.135
1065,422,92.2,90.5,87,0.138
1066,424,92.1,90.4,86,0.140
1067,422,92.3,90.4,87,0.138
1068,420,92.4,90.4,85,0.141
1069,421,92.3,90.4,81,0.136
1070,422,92.4,90.4,81,0.136
1071,420,92.5,90.4,80,0.138
1072,421,92.6,90.4,80,0.138
1073,421,92.6,90.4,79,0.127
1074,420,92.6,90.4,76,0.132
1075,419,92.7,90.4,78,0.128
1076,420,92.8,90.4,78,0.128
1077,421,92.8,90.4,78,0.128
1078,420,92.7,90.4,75,0.120
1079,419,92.5,90.4,74,0.122
1080,417,92.3,90.4,73,0.110
1081,414,92.3,90.4,73,0.110
1082,411,92.3,90.4,71,0.113
1083,412,92.5,90.4,70,0.100
1084,417,92.8,90.4,69,0.101
1085,418,92.9,90.4,68,0.103
1086,417,92.8,90.4,69,0.101
1087,418,93.0,90.4,69,0.087
1088,417,93.2,90.4,66,0.091
1089,419,93.2,90.4,65,0.092
1090,420,93.2,90.4,63,0.095
1091,426,93.0,90.4,63,0.095
1092,426,93.0,90.4,63,0.095
1093,423,93.1,90.4,61,0.082
1094,424,93.2,90.4,61,0.082
1095,423,93.1,90.4,61,0.082
1096,420,93.0,90.4,60,0.067
1097,420,93.0,90.4,64,0.094
1098,418,93.0,90.4,59,0.085
1099,419,93.0,90.4,59,0.085
1100,419,92.9,90.4,60,0.100
1101,424,92.9,90.4,60,0.100
1102,423,92.9,90.4,60,0.100
1103,420,92.9,90.4,59,0.102
1104,424,93.1,90.4,58,0.103
1105,423,93.0,90.4,56,0.107
1106,423,93.2,90.4,55,0.109
1107,425,93.2,90.4,55,0.109
1108,429,93.3,90.4,54,0.111
1109,428,93.2,90.3,53,0.113
1110,425,93.0,90.3,49,0.122
1111,426,92.8,90.3,48,0.125
1112,426,92.8,90.3,46,0.130
1113,429,92.7,90.3,44,0.136
1114,428,92.9,90.3,43,0.140
1115,431,92.7,90.3,42,0.143
1116,433,92.6,90.3,42,0.143
1117,434,92.7,90.3,42,0.143
1118,435,92.7,90.3,39,0.154
1119,436,92.6,90.3,40,0.150
1120,435,92.8,90.3,40,0.150
1121,439,92.9,90.3,39,0.154
1122,440,92.8,90.3,39,0.154
1123,438,93.0,90.3,40,0.150
1124,437,93.1,90.3,40,0.125
1125,438,93.2,90.3,38,0.105
1126,437,93.2,90.3,37,0.108
1127,439,93.1,90.3,37,0.108
1128,440,93.1,90.3,37,0.108
1129,440,93.1,90.3,37,0.108
1130,439,93.2,90.3,36,0.111
1131,438,93.1,90.3,38,0.105
1132,437,93.2,90.3,37,0.108
1133,434,93.5,90.3,37,0.108
1134,433,93.5,90.3,37,0.108
1135,435,93.6,90.3,36,0.083
1136,435,93.7,90.3,36,0.083
1137,436,93.6,90.3,35,0.086
1138,438,93.7,90.3,34,0.088
1139,442,94.0,90.3,34,0.088
1140,442,94.0,90.3,35,0.086
1141,442,94.1,90.3,35,0.086
1142,442,94.0,90.3,34,0.088
1143,442,93.9,90.3,33,0.091
1144,443,93.8,90.3,32,0.094
1145,445,93.7,90.3,30,0.100
1146,446,93.7,90.3,30,0.100
1147,445,93.7,90.3,29,0.103
1148,447,93.9,90.3,29,0.103
1149,450,94.0,90.3,30,0.100
1150,452,93.8,90.3,31,0.129
1151,452,93.8,90.3,31,0.129
1152,453,93.9,90.3,31,0.129
1153,454,93.9,90.4,30,0.133
1154,454,93.9,90.4,30,0.133
1155,454,93.9,90.4,32,0.125
1156,457,93.8,90.3,32,0.125
1157,456,93.8,90.3,31,0.129
1158,459,93.8,90.3,31,0.129
1159,458,93.9,90.3,30,0.133
1160,459,93.8,90.3,30,0.133
1161,457,94.0,90.3,30,0.133
1162,455,94.0,90.3,30,0.133
1163,457,94.0,90.3,29,0.138
1164,461,94.0,90.3,29,0.138
1165,462,93.9,90.3,31,0.129
1166,464,94.0,90.3,31,0.129
1167,467,94.0,90.3,31,0.129
1168,466,94.0,90.3,31,0.129
1169,467,94.0,90.3,32,0.125
1170,467,94.0,90.3,33,0.121
1171,468,93.9,90.3,33,0.121
1172,468,94.0,90.3,33,0.121
1173,467,94.0,90.3,34,0.118
1174,467,94.0,90.3,34,0.118
1175,467,94.0,90.3,34,0.118
1176,470,94.1,90.3,34,0.088
1177,470,94.1,90.3,34,0.088
1178,472,94.2,90.3,35,0.086
1179,473,94.3,90.3,36,0.111
1180,476,94.2,90.3,38,0.105
1181,477,94.2,90.3,39,0.103
1182,476,94.2,90.3,39,0.103
1183,477,94.1,90.3,43,0.093
1184,476,94.1,90.3,43,0.093
1185,475,94.1,90.3,43,0.093
1186,475,94.1,90.3,43,0.093
1187,476,94.2,90.3,43,0.093
1188,476,94.0,90.3,42,0.095
1189,477,94.0,90.3,42,0.095
1190,477,94.0,90.3,42,0.095
1191,476,94.0,90.3,41,0.098
1192,477,94.1,90.3,43,0.093
1193,477,94.1,90.3,42,0.095
1194,477,94.2,90.3,42,0.095
1195,478,94.2,90.3,42,0.095
1196,480,94.2,90.3,43,0.093
1197,479,94.2,90.3,45,0.089
1198,478,94.2,90.3,48,0.083
1199,478,94.3,90.3,49,0.082
1200,478,94.3,90.3,49,0.082
1201,477,94.3,90.3,49,0.082
1202,478,94.4,90.3,49,0.082
1203,480,94.5,90.3,50,0.080
1204,480,94.5,90.3,50,0.080
1205,479,94.5,90.3,51,0.078
1206,481,94.5,90.3,53,0.057
1207,481,94.5,90.3,53,0.057
1208,480,94.5,90.3,54,0.074
1209,482,94.6,90.3,56,0.071
1210,482,94.6,90.3,56,0.071
1211,485,94.6,90.3,56,0.071
1212,486,94.6,90.3,57,0.070
1213,486,94.6,90.3,58,0.069
1214,486,94.6,90.3,57,0.070
1215,488,94.5,90.3,57,0.070
1216,487,94.5,90.3,59,0.068
1217,488,94.5,90.3,61,0.066
1218,488,94.5,90.3,61,0.066
1219,490,94.4,90.3,61,0.066
1220,490,94.4,90.3,61,0.066
1221,490,94.4,90.3,61,0.066
1222,489,94.3,90.3,61,0.066
1223,488,94.3,90.3,61,0.066
1224,488,94.3,90.3,61,0.066
1225,488,94.3,90.3,61,0.066
1226,488,94.3,90.3,63,0.079
1227,487,94.3,90.3,63,0.079
1228,487,94.3,90.3,67,0.075
1229,487,94.4,90.3,67,0.075
1230,487,94.4,90.3,67,0.075
1231,489,94.4,90.3,67,0.075
1232,490,94.5,90.3,68,0.074
1233,489,94.5,90.3,68,0.074
1234,489,94.5,90.3,69,0.072
1235,489,94.5,90.3,70,0.071
1236,488,94.5,90.3,72,0.069
1237,487,94.4,90.3,75,0.067
1238,487,94.4,90.3,75,0.067
1239,486,94.3,90.3,75,0.067
1240,487,94.3,90.3,76,0.066
1241,487,94.3,90.3,77,0.065
1242,487,94.3,90.3,77,0.065
1243,487,94.4,90.3,81,0.074
1244,486,94.4,90.3,81,0.074
1245,485,94.4,90.3,81,0.074
1246,483,94.4,90.3,84,0.071
1247,481,94.5,90.3,84,0.071
1248,481,94.5,90.3,85,0.071
1249,480,94.3,90.2,85,0.071
1250,478,94.3,90.2,87,0.080
1251,477,94.4,90.2,87,0.080
1252,475,94.3,90.2,85,0.082
1253,475,94.3,90.2,86,0.081
1254,475,94.2,90.2,85,0.082
1255,473,94.2,90.2,85,0.082
1256,472,94.3,90.2,86,0.081
1257,468,94.2,90.2,85,0.082
1258,466,94.2,90.2,85,0.082
1259,467,94.1,90.2,85,0.082
1260,469,94.0,90.2,85,0.082
1261,468,94.0,90.2,88,0.080
1262,468,93.9,90.2,92,0.087
1263,464,94.1,90.2,92,0.087
1264,463,94.1,90.2,93,0.086
1265,463,94.1,90.2,93,0.086
1266,464,94.2,90.2,93,0.086
1267,461,94.2,90.2,93,0.086
1268,457,94.1,90.2,92,0.087
1269,452,94.3,90.2,91,0.077
1270,451,94.3,90.2,91,0.077
1271,449,94.3,90.2,92,0.076
1272,452,94.5,90.3,92,0.076
1273,451,94.5,90.3,91,0.077
1274,451,94.5,90.3,90,0.078
1275,452,94.4,90.3,89,0.079
1276,449,94.3,90.3,92,0.076
1277,447,94.3,90.3,88,0.080
1278,447,94.3,90.3,86,0.070
1279,447,94.3,90.3,85,0.059
1280,447,94.4,90.3,84,0.060
1281,448,94.5,90.3,87,0.069
1282,447,94.5,90.3,88,0.068
1283,444,94.6,90.3,87,0.069
1284,438,94.5,90.3,83,0.072
1285,435,94.5,90.3,83,0.072
1286,432,94.6,90.3,85,0.059
1287,428,94.5,90.3,85,0.059
1288,428,94.4,90.3,84,0.060
1289,427,94.6,90.3,84,0.060
1290,425,94.6,90.3,83,0.060
1291,419,94.6,90.3,79,0.063
1292,418,94.8,90.3,80,0.075
1293,419,94.6,90.3,79,0.076
1294,417,94.6,90.3,78,0.077
1295,415,94.6,90.3,78,0.077
1296,416,94.7,90.3,78,0.077
1297,415,94.4,90.3,78,0.077
1298,415,94.6,90.3,77,0.078
1299,416,94.6,90.3,77,0.078
1300,415,94.7,90.3,75,0.067
1301,416,94.9,90.3,78,0.064
1302,419,94.6,90.3,77,0.065
1303,422,94.7,90.3,77,0.065
1304,419,94.6,90.3,75,0.053
1305,419,94.6,90.3,77,0.052
1306,417,94.5,90.3,76,0.053
1307,412,94.7,90.3,74,0.054
1308,408,94.7,90.3,74,0.054
1309,409,94.8,90.3,73,0.055
1310,408,95.0,90.3,72,0.042
1311,408,95.0,90.3,72,0.056
1312,405,94.9,90.3,68,0.059
1313,408,94.6,90.3,66,0.061
1314,409,94.8,90.3,66,0.061
1315,407,95.0,90.3,65,0.062
1316,406,94.9,90.3,65,0.062
1317,406,94.8,90.3,62,0.065
1318,408,94.8,90.3,59,0.068
1319,408,94.7,90.3,59,0.068
1320,409,94.8,90.3,58,0.069
1321,407,95.1,90.3,58,0.069
1322,411,95.1,90.3,57,0.053
1323,415,95.1,90.3,57,0.053
1324,418,95.1,90.3,58,0.052
1325,417,95.2,90.3,56,0.036
1326,420,95.2,90.3,55,0.036
1327,421,95.1,90.3,55,0.036
1328,421,95.2,90.3,55,0.036
1329,421,95.3,90.3,56,0.036
1330,424,95.3,90.3,55,0.036
1331,425,95.3,90.3,55,0.036
1332,425,95.3,90.3,55,0.036
1333,426,95.4,90.3,55,0.036
1334,427,95.2,90.3,55,0.036
1335,428,95.2,90.3,54,0.037
1336,429,95.0,90.3,55,0.036
1337,428,95.0,90.3,56,0.036
1338,428,95.0,90.3,54,0.037
1339,427,94.9,90.3,54,0.037
1340,428,94.8,90.3,53,0.019
1341,429,94.8,90.3,53,0.019
1342,428,94.8,90.3,53,0.019
1343,431,94.8,90.3,51,0.020
1344,429,94.8,90.3,51,0.020
1345,427,94.7,90.3,51,0.020
1346,427,94.6,90.3,50,0.020
1347,427,94.5,90.3,51,0.020
1348,426,94.5,90.3,48,0.021
1349,425,94.6,90.3,46,0.022
1350,424,94.6,90.3,48,0.021
1351,428,94.6,90.3,48,0.021
1352,429,94.4,90.3,46,0.022
1353,426,94.5,90.3,46,0.022
1354,428,94.5,90.3,45,0.022
1355,429,94.5,90.3,46,0.022
1356,430,94.5,90.3,46,0.022
1357,430,94.5,90.3,46,0.022
1358,433,94.6,90.3,46,0.022
1359,434,94.5,90.3,47,0.021
1360,435,94.5,90.3,47,0.021
1361,435,94.4,90.3,47,0.021
1362,436,94.6,90.3,47,0.021
1363,436,94.5,90.3,47,0.021
1364,436,94.6,90.3,44,0.023
1365,439,94.4,90.3,43,0.023
1366,438,94.5,90.3,43,0.023
1367,435,94.5,90.3,42,0.024
1368,436,94.6,90.3,42,0.024
1369,436,94.6,90.3,43,0.023
1370,443,94.5,90.3,41,0.024
1371,443,94.4,90.3,41,0.024
1372,443,94.4,90.3,40,0.025
1373,443,94.4,90.3,40,0.025
1374,443,94.4,90.3,40,0.025
1375,444,94.5,90.3,41,0.024
1376,443,94.4,90.3,42,0.024
1377,443,94.5,90.3,42,0.024
1378,444,94.5,90.3,43,0.047
1379,442,94.5,90.3,43,0.070
1380,443,94.6,90.3,43,0.070
1381,441,94.5,90.3,42,0.071
1382,441,94.5,90.3,42,0.071
1383,445,94.6,90.3,43,0.070
1384,447,94.6,90.3,43,0.070
1385,448,94.6,90.3,44,0.068
1386,449,94.6,90.3,45,0.067
1387,451,94.7,90.3,47,0.085
1388,450,94.8,90.3,47,0.085
1389,450,94.7,90.3,47,0.085
1390,456,94.7,90.3,50,0.080
1391,458,94.6,90.3,50,0.080
1392,459,94.6,90.3,50,0.080
1393,460,94.6,90.3,49,0.082
1394,459,94.6,90.3,48,0.083
1395,458,94.5,90.3,48,0.083
1396,456,94.5,90.3,44,0.091
1397,456,94.4,90.3,45,0.089
1398,457,94.5,90.3,45,0.089
1399,457,94.5,90.3,45,0.089
1400,458,94.4,90.3,44,0.091
1401,458,94.4,90.3,45,0.089
1402,461,94.5,90.3,45,0.089
1403,462,94.4,90.3,45,0.089
1404,463,94.4,90.3,43,0.093
1405,466,94.3,90.3,43,0.093
1406,464,94.3,90.3,41,0.098
1407,465,94.3,90.3,41,0.098
1408,464,94.3,90.3,42,0.095
1409,463,94.3,90.3,42,0.095
1410,464,94.2,90.3,43,0.093
1411,462,94.2,90.3,42,0.095
1412,461,94.2,90.3,42,0.095
1413,460,94.2,90.3,42,0.095
1414,462,94.1,90.3,42,0.095
1415,463,94.2,90.3,42,0.095
1416,464,94.2,90.3,46,0.087
1417,465,94.2,90.3,47,0.085
1418,467,94.3,90.3,47,0.085
1419,466,94.4,90.3,46,0.087
1420,465,94.4,90.3,46,0.087
1421,465,94.4,90.3,47,0.085
1422,467,94.4,90.3,47,0.085
1423,467,94.4,90.3,47,0.085
1424,468,94.4,90.3,49,0.082
1425,469,94.5,90.3,49,0.082
1426,469,94.5,90.3,49,0.082
1427,469,94.5,90.3,54,0.093
1428,472,94.5,90.3,55,0.091
1429,472,94.5,90.3,57,0.105
1430,472,94.4,90.3,57,0.105
1431,473,94.4,90.3,58,0.103
1432,472,94.5,90.3,58,0.103
1433,472,94.5,90.3,60,0.100
1434,473,94.4,90.3,60,0.100
1435,473,94.4,90.3,60,0.100
1436,473,94.4,90.3,60,0.100
1437,473,94.4,90.3,61,0.098
1438,473,94.4,90.3,63,0.095
1439,474,94.4,90.3,63,0.095
1440,474,94.4,90.3,65,0.092
1441,474,94.4,90.3,65,0.092
1442,474,94.4,90.3,69,0.087
1443,475,94.4,90.3,69,0.087
1444,475,94.3,90.3,69,0.087
1445,476,94.3,90.3,69,0.087
1446,477,94.3,90.3,69,0.087
1447,480,94.2,90.3,69,0.087
1448,481,94.2,90.3,75,0.093
1449,481,94.2,90.3,75,0.093
1450,480,94.3,90.3,76,0.092
1451,481,94.3,90.3,81,0.099
1452,484,94.3,90.3,81,0.099
1453,483,94.3,90.3,80,0.100
1454,481,94.3,90.3,80,0.100
1455,481,94.3,90.3,80,0.100
1456,479,94.3,90.3,79,0.101
1457,478,94.3,90.3,78,0.103
1458,479,94.4,90.3,79,0.101
1459,479,94.5,90.3,80,0.100
1460,477,94.5,90.3,79,0.101
1461,476,94.5,90.3,79,0.101
1462,473,94.5,90.3,80,0.100
1463,473,94.5,90.3,79,0.101
1464,473,94.5,90.3,80,0.100
1465,474,94.5,90.3,81,0.099
1466,473,94.6,90.3,81,0.099
1467,474,94.5,90.3,81,0.099
1468,473,94.4,90.3,81,0.099
1469,474,94.4,90.3,80,0.100
1470,473,94.4,90.3,80,0.100
1471,474,94.4,90.3,80,0.100
1472,474,94.4,90.3,79,0.101
1473,471,94.4,90.3,81,0.086
1474,470,94.4,90.3,83,0.084
1475,467,94.3,90.3,81,0.086
1476,465,94.3,90.3,87,0.092
1477,462,94.4,90.3,87,0.092
1478,460,94.4,90.3,86,0.093
1479,458,94.4,90.3,84,0.095
1480,461,94.5,90.3,83,0.096
1481,460,94.3,90.3,83,0.096
1482,458,94.3,90.3,83,0.096
1483,457,94.4,90.3,82,0.098
1484,459,94.4,90.3,80,0.087
1485,458,94.4,90.3,80,0.087
1486,461,94.3,90.3,80,0.087
1487,463,94.4,90.3,81,0.086
1488,460,94.3,90.3,81,0.086
1489,457,94.3,90.3,78,0.090
1490,457,94.1,90.3,80,0.087
1491,458,94.1,90.3,79,0.089
1492,458,94.1,90.3,79,0.089
1493,456,94.0,90.3,77,0.091
1494,454,94.0,90.3,81,0.099
1495,454,94.1,90.3,82,0.098
1496,453,94.1,90.3,84,0.095
1497,450,94.1,90.3,81,0.099
1498,448,94.2,90.3,80,0.087
1499,448,94.0,90.3,82,0.085
1500,449,93.9,90.2,82,0.085
1501,448,94.0,90.3,82,0.085
1502,444,94.0,90.3,80,0.075
1503,442,94.1,90.3,79,0.076
1504,438,94.2,90.3,79,0.076
1505,437,94.3,90.3,79,0.076
1506,436,94.3,90.3,79,0.076
1507,437,94.4,90.3,78,0.077
1508,440,94.4,90.3,80,0.087
1509,439,94.3,90.3,79,0.089
1510,436,94.2,90.3,81,0.086
1511,434,94.1,90.3,81,0.086
1512,433,94.1,90.3,81,0.086
1513,433,94.3,90.3,80,0.087
1514,429,94.2,90.3,80,0.075
1515,429,94.2,90.3,81,0.074
1516,428,94.4,90.3,79,0.076
1517,428,94.3,90.3,75,0.067
1518,426,94.3,90.3,71,0.070
1519,425,94.3,90.3,71,0.070
1520,425,94.2,90.3,70,0.071
1521,425,94.2,90.3,68,0.074
1522,421,94.3,90.3,67,0.075
1523,417,94.3,90.3,68,0.074
1524,420,94.1,90.3,67,0.090
1525,419,94.0,90.3,66,0.091
1526,420,94.1,90.3,63,0.095
1527,418,94.1,90.3,61,0.098
